pair_id_clean	ida_clean	idb_clean	pubid	taxon	OmniPath_ptm
O14920_O43524	O14920	O43524	15084260	9606	1
O14920_O43524	O14920	O43524		9606	1
O43524_P54646	P54646	O43524	17711846	9606	1
O43524_P54646	P54646	O43524	21329882	9606	1
O43524_P31751	P31751	O43524		9606	1
O43524_P31749	P31749	O43524		9606	1
Q9Y2H1_Q9Y6E0	Q9Y6E0	Q9Y2H1	16314523	9606	1
Q9Y2H1_Q9Y6E0	Q9Y6E0	Q9Y2H1	15037617	9606	1
P17612_Q9Y6E0	P17612	Q9Y6E0		9606	1
P53671_Q13464	Q13464	P53671		9606	1
P08670_Q13464	Q13464	P08670	9565595	9606	1
P08670_Q13464	Q13464	P08670	11895474	9606	1
P08670_Q13464	Q13464	P08670	19270731	9606	1
P08670_Q13464	Q13464	P08670	15766329	9606	1
P08670_Q13464	Q13464	P08670	15713670	9606	1
P08670_Q13464	Q13464	P08670	16997882	9606	1
P08670_Q13464	Q13464	P08670	16990256	9606	1
P07737_Q13464	Q13464	P07737		9606	1
P48436_Q13464	Q13464	P48436	20039424	9606	1
O14950_Q13464	Q13464	O14950		9606	1
P35241_Q13464	Q13464	P35241		9606	1
Q13464_Q9UPT6	Q13464	Q9UPT6	19036714	9606	1
P17661_Q13464	Q13464	P17661		9606	1
P19105_Q13464	Q13464	P19105	12185584	9606	1
O00399_P06493	P06493	O00399		9606	1
P09211_P17252	P17252	P09211		9606	1
Q05655_Q99808	Q05655	Q99808		9606	1
O43353_Q13568	O43353	Q13568		9606	1
P04626_Q96N67	P04626	Q96N67		9606	1
P04626_Q9BXH1	P04626	Q9BXH1		9606	1
P04626_P06493	P04626	P06493		9606	1
P04626_P17612	P17612	P04626		9606	1
O00418_P53778	P53778	O00418		9606	1
P52564_P53778	P52564	P53778	11062067	9606	1
P52564_P53778	P52564	P53778	19413330	9606	1
P52564_P53778	P52564	P53778	18083107	9606	1
P46734_P53778	P46734	P53778	11062067	9606	1
P46734_P53778	P46734	P53778	19413330	9606	1
P46734_P53778	P46734	P53778	18083107	9606	1
P46734_P53778	P46734	P53778		9606	1
P45985_P53778	P45985	P53778		9606	1
P10636_P53778	P53778	P10636		9606	1
P53778_Q13444	P53778	Q13444	11741929	9606	1
P53778_Q13424	P53778	Q13424		9606	1
O15297_P53778	O15297	P53778		9606	1
O60239_P53778	P53778	O60239		9606	1
P15941_Q05655	Q05655	P15941	11877440	9606	1
P09619_P15941	P09619	P15941	18083107	9606	1
P09619_P15941	P09619	P15941	14521915	9606	1
P09619_P15941	P09619	P15941	17545600	9606	1
P15941_P49841	P49841	P15941	9819408	9606	1
P15941_P49841	P49841	P15941	14521915	9606	1
P00519_P15941	P00519	P15941	16888623	9606	1
P00519_P15941	P00519	P15941	14521915	9606	1
P31749_Q9Y3C5	P31749	Q9Y3C5	16123141	9606	1
P08631_P08670	P08631	P08670	15274135	9606	1
P08631_P08670	P08631	P08670	11895474	9606	1
P08631_Q92556	P08631	Q92556	15952790	9606	1
P00519_P08631	P08631	P00519		9606	1
P08631_Q13444	P08631	Q13444	11741929	9606	1
P08631_Q99062	P08631	Q99062		9606	1
P29317_P31749	P31749	P29317	19573808	9606	1
P29317_P31749	P31749	P29317	17192257	9606	1
P29317_P31749	P31749	P29317	19369195	9606	1
P29317_P31749	P31749	P29317	18691976	9606	1
P17252_Q15027	P17252	Q15027	16256741	9606	1
P31749_Q15027	P31749	Q15027	16256741	9606	1
P09619_P16234	P09619	P16234		9606	1
P09619_P16234	P16234	P09619		9606	1
P17252_P22460	P17252	P22460		9606	1
P31749_Q9BWT1	P31749	Q9BWT1		9606	1
P27816_Q96L34	Q96L34	P27816		9606	1
P06493_P27816	P06493	P27816		9606	1
P06493_P27816	P06493	P27816	8631898	9606	1
P00519_P56962	P00519	P56962		9606	1
P21127_Q9UQ88	Q9UQ88	P21127		9606	1
P21127_Q13153	P21127	Q13153		9606	1
O00303_P21127	P21127	O00303		9606	1
P18887_P78527	P78527	P18887	16397295	9606	1
P09493_P17252	P17252	P09493	16094730	9606	1
P09493_P53355	P53355	P09493		9606	1
P09493_P42336	P42336	P09493		9606	1
P16070_P17252	P17252	P16070	12032545	9606	1
P16070_P17252	P17252	P16070		9606	1
P16070_P17612	P17612	P16070		9606	1
P04792_Q9UBS0	Q9UBS0	P04792	1730670	9606	1
P04792_Q9UBS0	Q9UBS0	P04792		9606	1
P04792_Q9UBS0	Q9UBS0	P04792	12096113	9606	1
P04792_Q9UBS0	Q9UBS0	P04792	11383510	9606	1
P04792_P31751	P31751	P04792		9606	1
P04792_P17612	P17612	P04792		9606	1
P04792_P31749	P31749	P04792		9606	1
P04792_P23443	P23443	P04792		9606	1
Q01955_Q9Y5P4	Q9Y5P4	Q01955		9606	1
P17612_P39019	P17612	P39019		9606	1
O75376_P17252	P17252	O75376		9606	1
O75376_P31749	P31749	O75376		9606	1
Q13546_Q5VWQ8	Q13546	Q5VWQ8		9606	1
Q13489_Q13546	Q13489	Q13546		9606	1
O14920_O43318	O43318	O14920		9606	1
O43318_P54646	O43318	P54646		9606	1
O43318_P52564	O43318	P52564	16728640	9606	1
O43318_P52564	O43318	P52564	19369195	9606	1
O43318_P45985	O43318	P45985	-	9606	1
O43318_P45985	O43318	P45985	19369195	9606	1
O43318_Q8IVT5	O43318	Q8IVT5		9606	1
O00743_O43318	O00743	O43318		9606	1
O43521_P06493	P06493	O43521		9606	1
O43521_P45984	P45984	O43521		9606	1
O43521_P45984	P45984	O43521	12591950	9606	1
O43521_P31749	P31749	O43521		9606	1
P17612_P50895	P17612	P50895		9606	1
P16949_Q13554	Q13554	P16949		9606	1
P06493_Q14807	P06493	Q14807	12727876	9606	1
P06493_Q14807	P06493	Q14807		9606	1
O14745_P06493	P06493	O14745		9606	1
O14745_P17252	P17252	O14745		9606	1
O14745_P17252	P17252	O14745	12881487	9606	1
P81274_Q96KB5	Q96KB5	P81274		9606	1
P17252_P81274	P17252	P81274		9606	1
Q9BUL8_Q9P289	Q9P289	Q9BUL8		9606	1
P31749_Q9BVI0	P31749	Q9BVI0		9606	1
P67809_Q9UM73	Q9UM73	P67809	15806160	9606	1
P06493_Q9UM73	P06493	Q9UM73	9174053	9606	1
Q86WB0_Q9UM73	Q9UM73	Q86WB0	12748172	9606	1
P62993_Q9UM73	Q9UM73	P62993		9606	1
P06493_P08183	P06493	P08183	8132598	9606	1
P06493_P08183	P06493	P08183	8095261	9606	1
P08183_P17612	P17612	P08183		9606	1
P17252_Q14994	P17252	Q14994		9606	1
P11362_Q14247	P11362	Q14247	12601080	9606	1
P11362_Q14247	P11362	Q14247		9606	1
Q13153_Q14247	Q13153	Q14247		9606	1
P08581_Q14247	P08581	Q14247		9606	1
P00519_Q14247	P00519	Q14247		9606	1
P17252_Q9Y6H6	P17252	Q9Y6H6		9606	1
O15304_P42684	P42684	O15304	11278261	9606	1
O00303_P46531	O00303	P46531		9606	1
P46531_Q9NWT6	Q9NWT6	P46531		9606	1
P17612_P21980	P17612	P21980		9606	1
P17612_P55064	P17612	P55064		9606	1
O76090_Q05655	Q05655	O76090		9606	1
P06493_P08138	P06493	P08138	12682012	9606	1
O95644_P52333	P52333	O95644		9606	1
P06493_Q9UPP1	P06493	Q9UPP1	20622854	9606	1
P06493_Q9UPP1	P06493	Q9UPP1	19413330	9606	1
P06493_Q9UPP1	P06493	Q9UPP1	15302935	9606	1
P06493_Q9UPP1	P06493	Q9UPP1	19690332	9606	1
O00141_O00213	O00141	O00213		9606	1
O00213_P00519	P00519	O00213	18922798	9606	1
O00213_P00519	P00519	O00213	15031292	9606	1
Q00987_Q9NQU5	Q9NQU5	Q00987		9606	1
P31751_Q00987	P31751	Q00987		9606	1
O00141_Q00987	O00141	Q00987	19690332	9606	1
O00141_Q00987	O00141	Q00987	19756449	9606	1
P78527_Q00987	P78527	Q00987	12167711	9606	1
P78527_Q00987	P78527	Q00987	11504915	9606	1
P00519_Q00987	P00519	Q00987	12110584	9606	1
P00519_Q00987	P00519	Q00987	16702947	9606	1
P00519_Q00987	P00519	Q00987	14757045	9606	1
P00519_Q00987	P00519	Q00987		9606	1
P31749_Q00987	P31749	Q00987		9606	1
P23443_Q00987	P23443	Q00987		9606	1
P62714_Q00987	P62714	Q00987		9606	1
O15297_Q00987	O15297	Q00987		9606	1
P06493_P52948	P06493	P52948		9606	1
P06493_P49792	P06493	P49792		9606	1
P06493_Q02952	P06493	Q02952		9606	1
P17612_Q02952	P17612	Q02952		9606	1
P06493_Q96T88	P06493	Q96T88		9606	1
P17612_Q96T88	P17612	Q96T88		9606	1
Q06413_Q13164	Q13164	Q06413		9606	1
Q06413_Q13164	Q13164	Q06413	9069290	9606	1
Q06413_Q13164	Q13164	Q06413	9384584	9606	1
O00141_Q13164	Q13164	O00141		9606	1
O00141_Q13164	Q13164	O00141	10191262	9606	1
Q13163_Q13164	Q13164	Q13163	12628002	9606	1
Q13163_Q13164	Q13163	Q13164		9606	1
Q13163_Q13164	Q13164	Q13163		9606	1
Q13163_Q13164	Q13164	Q13163	7759517	9606	1
P09038_P17252	P17252	P09038	2541433	9606	1
Q00526_Q12800	Q00526	Q12800		9606	1
P17612_Q9Y2K6	P17612	Q9Y2K6		9606	1
P17612_P19544	P17612	P19544		9606	1
P06493_P49916	P06493	P49916		9606	1
P23528_P53671	P53671	P23528	11340065	9606	1
P17252_P23528	P17252	P23528		9606	1
P23528_Q96S53	Q96S53	P23528	11418599	9606	1
P23528_Q15569	Q15569	P23528	11418599	9606	1
P23528_Q7Z2Y5	Q7Z2Y5	P23528		9606	1
P11137_Q9P0L2	Q9P0L2	P11137		9606	1
P06241_P11137	P06241	P11137	15536091	9606	1
P06241_P11137	P06241	P11137		9606	1
P11137_P17612	P17612	P11137		9606	1
P11362_Q14344	P11362	Q14344	12399457	9606	1
P11362_P51812	P11362	P51812	18156174	9606	1
P11362_P51812	P11362	P51812	17785202	9606	1
P11362_P51812	P11362	P51812	12601080	9606	1
P11362_P51812	P11362	P51812	10980595	9606	1
P11362_P51812	P51812	P11362		9606	1
P00338_P11362	P11362	P00338		9606	1
P11362_P16144	P11362	P16144		9606	1
P11362_Q14469	P11362	Q14469	9389649	9606	1
P11362_P52292	P11362	P52292	15342649	9606	1
P11362_Q02156	Q02156	P11362		9606	1
O60506_P11362	P11362	O60506	12601080	9606	1
P11362_Q15464	Q15464	P11362		9606	1
P17252_P30622	P17252	P30622		9606	1
P06493_P63279	P06493	P63279		9606	1
P63279_Q6DJT9	P63279	Q6DJT9		9606	1
P17252_Q99801	P17252	Q99801		9606	1
P00749_P17252	P17252	P00749	9765311	9606	1
O00418_Q15759	Q15759	O00418		9606	1
O00418_Q9UBS0	Q9UBS0	O00418		9606	1
O00418_P06493	P06493	O00418	11500363	9606	1
O00418_P06493	P06493	O00418	18337751	9606	1
O00418_P45984	P45984	O00418		9606	1
O00418_P23443	P23443	O00418		9606	1
P42684_Q13671	P42684	Q13671	15886098	9606	1
P42684_Q13671	P42684	Q13671	18083107	9606	1
P42684_Q13671	P42684	Q13671	19534553	9606	1
P42684_Q13671	P42684	Q13671	15951569	9606	1
P00519_Q13671	P00519	Q13671	15886098	9606	1
P00519_Q13671	P00519	Q13671	18083107	9606	1
P00519_Q13671	P00519	Q13671	19534553	9606	1
P00519_Q13671	P00519	Q13671	15951569	9606	1
P17612_Q9Y6D6	P17612	Q9Y6D6		9606	1
O60716_P06241	P06241	O60716	17194753	9606	1
O60716_P17252	P17252	O60716		9606	1
O60716_Q02156	Q02156	O60716		9606	1
O60716_P17612	P17612	O60716		9606	1
P01112_P49841	P49841	P01112	9264402	9606	1
P01112_P49841	P49841	P01112		9606	1
P00519_P01112	P00519	P01112		9606	1
P02810_Q12851	Q12851	P02810	10684652	9606	1
P11233_P62714	P62714	P11233		9606	1
O14920_Q9BXH1	O14920	Q9BXH1		9606	1
O14994_P06493	P06493	O14994	14732590	9606	1
P17252_Q96PY5	P17252	Q96PY5		9606	1
P06493_Q15172	P06493	Q15172	10866685	9606	1
P17252_Q15172	P17252	Q15172		9606	1
P06493_Q9H211	P06493	Q9H211	15855168	9606	1
P13349_P51451	P51451	P13349	9461343	9606	1
O60829_Q86Z02	Q86Z02	O60829		9606	1
O75122_P06493	P06493	O75122		9606	1
O75122_P49841	P49841	O75122		9606	1
O00257_Q9H2X6	Q9H2X6	O00257		9606	1
P18846_Q9H2X6	Q9H2X6	P18846	20980392	9606	1
P18846_Q9H2X6	Q9H2X6	P18846	19690332	9606	1
P18846_Q9H2X6	Q9H2X6	P18846	18669648	9606	1
P46527_Q9H2X6	Q9H2X6	P46527		9606	1
P00519_Q9H2X6	P00519	Q9H2X6		9606	1
Q9H2X6_Q9P1Z0	Q9H2X6	Q9P1Z0	19448668	9606	1
Q01196_Q9H2X6	Q9H2X6	Q01196		9606	1
Q01196_Q9H2X6	Q9H2X6	Q01196	18695000	9606	1
P26367_Q9H2X6	Q9H2X6	P26367		9606	1
O14920_Q01201	O14920	Q01201		9606	1
P49841_Q01201	P49841	Q01201		9606	1
P06493_Q9NQS7	P06493	Q9NQS7		9606	1
P06493_Q07820	P06493	Q07820		9606	1
P05198_Q9NZJ5	Q9NZJ5	P05198		9606	1
P52564_Q9NQU5	P52564	Q9NQU5	15550393	9606	1
P52564_Q9NQU5	P52564	Q9NQU5		9606	1
Q9BY11_Q9NQU5	Q9NQU5	Q9BY11		9606	1
Q16143_Q9NYY3	Q9NYY3	Q16143		9606	1
P31749_Q8WX93	P31749	Q8WX93	20471940	9606	1
P31749_Q8WX93	P31749	Q8WX93	17081983	9606	1
P31749_Q8WX93	P31749	Q8WX93	18669648	9606	1
P31749_Q8WX93	P31749	Q8WX93		9606	1
O14813_P17612	P17612	O14813		9606	1
P53671_P60981	P53671	P60981		9606	1
P53671_Q05655	Q05655	P53671	15923181	9606	1
P53671_Q05655	Q05655	P53671		9606	1
P53671_Q05655	P53671	Q05655		9606	1
P06241_Q86WV1	P06241	Q86WV1	11909961	9606	1
P06241_Q86WV1	P06241	Q86WV1		9606	1
P06241_Q86WV1	P06241	Q86WV1	19690332	9606	1
P06241_Q86WV1	P06241	Q86WV1	12171928	9606	1
P49917_P78527	P78527	P49917		9606	1
P49917_P78527	P78527	P49917	15194694	9606	1
Q13153_Q92918	Q92918	Q13153	11134074	9606	1
P08581_Q92918	P08581	Q92918	15743830	9606	1
P08581_Q92918	P08581	Q92918	11487585	9606	1
Q92918_Q9BXL7	Q92918	Q9BXL7		9606	1
P84243_Q92918	Q92918	P84243	10464286	9606	1
Q16584_Q92918	Q92918	Q16584	11053428	9606	1
Q16584_Q92918	Q92918	Q16584	11969422	9606	1
Q16584_Q92918	Q92918	Q16584	12458207	9606	1
Q9BZL6_Q9UBF8	Q9BZL6	Q9UBF8		9606	1
P43403_Q9Y237	P43403	Q9Y237	12860119	9606	1
P22670_P49841	P49841	P22670		9606	1
O95278_P54646	P54646	O95278	21728993	9606	1
P11413_Q05655	Q05655	P11413		9606	1
P17612_Q9HC16	P17612	Q9HC16		9606	1
P06493_P08172	P06493	P08172	8132675	9606	1
P60981_Q96S53	Q96S53	P60981		9606	1
O94806_P17252	P17252	O94806		9606	1
P46734_Q15759	P46734	Q15759	-	9606	1
P46734_Q15759	P46734	Q15759	18083107	9606	1
P46734_Q15759	P46734	Q15759	19369195	9606	1
Q15759_Q8N122	Q15759	Q8N122		9606	1
P30281_Q15759	Q15759	P30281		9606	1
O43257_Q15759	Q15759	O43257	17380123	9606	1
P51617_Q96FA3	P51617	Q96FA3		9606	1
P31749_P51617	P31749	P51617		9606	1
P51617_Q9HAT8	P51617	Q9HAT8		9606	1
P06493_Q14CS0	P06493	Q14CS0		9606	1
P08670_Q13153	Q13153	P08670		9606	1
Q13153_Q99426	Q13153	Q99426	15831477	9606	1
Q13153_Q15365	Q13153	Q15365		9606	1
O95863_Q13153	Q13153	O95863	15833848	9606	1
O95863_Q13153	Q13153	O95863	15647282	9606	1
O15530_Q13153	O15530	Q13153	10551809	9606	1
O15530_Q13153	O15530	Q13153	10995762	9606	1
O15530_Q13153	O15530	Q13153	11604394	9606	1
P17812_Q13153	Q13153	P17812	17463002	9606	1
P17812_Q13153	Q13153	P17812	17189248	9606	1
P17812_Q13153	Q13153	P17812	17681942	9606	1
P00519_Q13153	Q13153	P00519	12644574	9606	1
P00519_Q13153	Q13153	P00519	15696159	9606	1
P00519_Q13153	Q13153	P00519	16464493	9606	1
P16949_Q13153	Q13153	P16949		9606	1
P16949_Q13153	Q13153	P16949	7925472	9606	1
P16949_Q13153	Q13153	P16949	8245003	9606	1
P16949_Q13153	Q13153	P16949	8325880	9606	1
Q13153_Q99661	Q13153	Q99661		9606	1
P04049_Q13153	Q13153	P04049	15849194	9606	1
P04049_Q13153	Q13153	P04049		9606	1
P04049_Q13153	Q13153	P04049	11134016	9606	1
P63167_Q13153	Q13153	P63167		9606	1
Q13153_Q15746	Q13153	Q15746		9606	1
P17535_Q13153	Q13153	P17535	16007120	9606	1
P21860_Q13153	Q13153	P21860	9694850	9606	1
P21860_Q13153	Q13153	P21860	11546794	9606	1
P21860_Q13153	Q13153	P21860	9516479	9606	1
Q13153_Q6NZI2	Q13153	Q6NZI2	15242332	9606	1
P31152_Q13153	Q13153	P31152	21177870	9606	1
P31152_Q13153	Q13153	P31152	18669648	9606	1
P17600_Q13153	Q13153	P17600		9606	1
P08670_Q13557	Q13557	P08670		9606	1
P06493_P08670	P06493	P08670		9606	1
P06493_P08670	P06493	P08670	21465480	9606	1
P06493_P08670	P06493	P08670	19007248	9606	1
P06493_P08670	P06493	P08670	16964243	9606	1
P06493_P08670	P06493	P08670	17287340	9606	1
P06493_P08670	P06493	P08670	16565220	9606	1
P06493_P08670	P06493	P08670	17081983	9606	1
P06493_P08670	P06493	P08670	18669648	9606	1
P06493_P08670	P06493	P08670	19690332	9606	1
P06493_P08670	P06493	P08670	19413330	9606	1
P06493_P08670	P06493	P08670	17924679	9606	1
P06493_P08670	P06493	P08670	7983050	9606	1
P06493_P08670	P06493	P08670	18691976	9606	1
P06493_P08670	P06493	P08670	19369195	9606	1
P08670_P17612	P17612	P08670		9606	1
O75116_P08670	O75116	P08670	12458200	9606	1
O75116_P08670	O75116	P08670	19007248	9606	1
O75116_P08670	O75116	P08670	14762106	9606	1
O75116_P08670	O75116	P08670	18669648	9606	1
P08670_P31749	P31749	P08670		9606	1
O43602_P49841	P49841	O43602		9606	1
O43602_P00519	P00519	O43602	15632197	9606	1
Q02156_Q02224	Q02156	Q02224	9744883	9606	1
P17612_Q14344	P17612	Q14344		9606	1
P01589_P17252	P17252	P01589		9606	1
Q02156_Q9HAW7	Q02156	Q9HAW7		9606	1
P17612_Q9P289	P17612	Q9P289		9606	1
P31749_Q9NR28	P31749	Q9NR28		9606	1
P45984_P63104	P45984	P63104		9606	1
P17612_P63104	P17612	P63104		9606	1
O95243_P17252	P17252	O95243		9606	1
P17252_Q96MS0	P17252	Q96MS0		9606	1
P06493_Q8IZD2	P06493	Q8IZD2		9606	1
P17252_P35367	P17252	P35367	15107581	9606	1
P17252_P35367	P17252	P35367	10101032	9606	1
P17612_P35367	P17612	P35367		9606	1
P31751_Q86YS7	P31751	Q86YS7		9606	1
P22694_Q14896	P22694	Q14896		9606	1
Q05655_Q14896	Q05655	Q14896		9606	1
P17612_Q14896	P17612	Q14896		9606	1
P22612_Q14896	P22612	Q14896		9606	1
P06493_Q96KB5	P06493	Q96KB5	15541388	9606	1
P14635_Q96KB5	P14635	Q96KB5		9606	1
P06241_P51812	P06241	P51812		9606	1
P51812_Q9NYV6	P51812	Q9NYV6		9606	1
P51812_P67809	P51812	P67809		9606	1
P51812_P53355	P51812	P53355	16213824	9606	1
P51812_P84243	P51812	P84243		9606	1
P51812_Q9UBP6	P51812	Q9UBP6	15861136	9606	1
O15530_P51812	O15530	P51812		9606	1
P10636_P51812	P51812	P10636		9606	1
P51812_P62753	P51812	P62753		9606	1
P51812_Q8N122	P51812	Q8N122		9606	1
P05204_P51812	P51812	P05204		9606	1
P10636_Q9P0L2	Q9P0L2	P10636		9606	1
P10636_Q9P0L2	Q9P0L2	P10636	16443603	9606	1
P10636_Q9P0L2	Q9P0L2	P10636	19413330	9606	1
P10636_Q9P0L2	Q9P0L2	P10636	19451179	9606	1
P10636_Q9P0L2	Q9P0L2	P10636	8999860	9606	1
P10636_Q9P0L2	Q9P0L2	P10636	15822905	9606	1
P10636_Q9P0L2	Q9P0L2	P10636	-	9606	1
P33981_Q92556	P33981	Q92556	15952790	9606	1
P21802_Q02156	Q02156	P21802		9606	1
P78527_Q96T60	P78527	Q96T60		9606	1
P06493_P26358	P06493	P26358		9606	1
P26358_P31749	P31749	P26358	21151116	9606	1
P26358_Q8WTS6	Q8WTS6	P26358	21151116	9606	1
P26358_Q96KQ7	Q96KQ7	P26358	16916647	9606	1
P26358_Q96KQ7	Q96KQ7	P26358	19608861	9606	1
P26358_Q96KQ7	Q96KQ7	P26358	21947282	9606	1
O00141_Q92542	O00141	Q92542		9606	1
P31749_P35226	P31749	P35226		9606	1
P18846_Q00526	Q00526	P18846	18794154	9606	1
P18846_Q02156	Q02156	P18846	9685505	9606	1
P18846_Q02156	Q02156	P18846	18794154	9606	1
P18846_Q02156	Q02156	P18846	11335727	9606	1
P18846_Q02156	Q02156	P18846	12414794	9606	1
P18846_Q13362	Q13362	P18846		9606	1
A9UF07_P62993	A9UF07	P62993		9606	1
P17612_P61224	P17612	P61224		9606	1
P30260_P54646	P54646	P30260		9606	1
P06493_P30260	P06493	P30260		9606	1
P06493_Q8IXJ6	P06493	Q8IXJ6	17488717	9606	1
P04004_P17252	P17252	P04004		9606	1
P04004_P05771	P05771	P04004		9606	1
P04004_P17612	P17612	P04004		9606	1
P17252_Q15835	P17252	Q15835	15946941	9606	1
P08100_Q15835	Q15835	P08100	11910029	9606	1
P08236_Q15835	Q15835	P08236	8505339	9606	1
O14746_P31749	P31749	O14746		9606	1
O14920_P54646	P54646	O14920		9606	1
O14920_P17252	P17252	O14920		9606	1
O14920_O95999	O14920	O95999		9606	1
O00141_O14920	O00141	O14920		9606	1
O14920_Q13568	O14920	Q13568		9606	1
O14920_Q02156	Q02156	O14920		9606	1
O14920_P23396	O14920	P23396		9606	1
O14920_Q9Y4H2	O14920	Q9Y4H2		9606	1
P17612_Q8IYT8	P17612	Q8IYT8		9606	1
P78527_Q8TCS8	P78527	Q8TCS8		9606	1
P06493_P67870	P06493	P67870	1939094	9606	1
P17252_P67870	P17252	P67870	1939094	9606	1
P17252_P67870	P17252	P67870	12551973	9606	1
P17252_P67870	P17252	P67870	7578274	9606	1
P67870_Q13422	P67870	Q13422		9606	1
P67870_Q16625	P67870	Q16625		9606	1
P55957_P67870	P67870	P55957		9606	1
P67870_Q86VB7	P67870	Q86VB7		9606	1
P67870_Q8IZL9	Q8IZL9	P67870		9606	1
O43541_P51817	P51817	O43541	16491121	9606	1
O43541_Q9C0C9	Q9C0C9	O43541		9606	1
P31751_Q9GZV1	P31751	Q9GZV1		9606	1
P06493_Q96FF9	P06493	Q96FF9		9606	1
P49841_Q9H0B6	P49841	Q9H0B6		9606	1
P06493_Q8NFH8	P06493	Q8NFH8		9606	1
P08581_Q05655	Q05655	P08581		9606	1
P08581_Q05655	Q05655	P08581	15075332	9606	1
P08581_P17252	P17252	P08581		9606	1
P08581_Q04912	Q04912	P08581		9606	1
P08581_Q04912	P08581	Q04912		9606	1
P08581_Q02156	Q02156	P08581		9606	1
P08581_Q02156	Q02156	P08581	15075332	9606	1
P08581_P18031	P18031	P08581		9606	1
P08581_P23467	P23467	P08581		9606	1
P08581_Q96BD6	P08581	Q96BD6	15713673	9606	1
P17612_P62195	P17612	P62195		9606	1
O14818_P42684	P42684	O14818	16678104	9606	1
O14818_P00519	P00519	O14818	16678104	9606	1
O14818_P00519	P00519	O14818		9606	1
Q05655_Q9UBS0	Q05655	Q9UBS0	12529391	9606	1
P17252_Q9UBS0	P17252	Q9UBS0	12529391	9606	1
O15530_Q9UBS0	O15530	Q9UBS0		9606	1
P05771_Q9UBS0	P05771	Q9UBS0	12529391	9606	1
Q02156_Q9UBS0	Q02156	Q9UBS0	12529391	9606	1
P05204_Q9UBS0	Q9UBS0	P05204	6279643	9606	1
P05813_Q9UBS0	Q9UBS0	P05813	12060738	9606	1
P49715_P49841	P49841	P49715		9606	1
P23443_Q09161	P23443	Q09161	10973943	9606	1
P23443_Q09161	P23443	Q09161	18669648	9606	1
P23443_Q09161	P23443	Q09161	19690332	9606	1
P06493_Q2NKX8	P06493	Q2NKX8		9606	1
P23443_Q92519	P23443	Q92519		9606	1
O75914_P17600	O75914	P17600		9606	1
P49841_Q9NP62	P49841	Q9NP62		9606	1
Q14012_Q9NP62	Q14012	Q9NP62		9606	1
P17252_Q9BQE3	P17252	Q9BQE3		9606	1
P53355_Q14457	P53355	Q14457	19180116	9606	1
P31749_Q14457	P31749	Q14457		9606	1
P06493_P55211	P06493	P55211	17466630	9606	1
P31751_P55211	P31751	P55211		9606	1
P00519_P55211	P00519	P55211	9812896	9606	1
P17612_P55211	P17612	P55211		9606	1
P31749_P55211	P31749	P55211		9606	1
O60885_P24928	O60885	P24928		9606	1
P24928_P78527	P78527	P24928		9606	1
P24928_Q9NYV4	Q9NYV4	P24928		9606	1
P24928_Q86X55	Q86X55	P24928	21454787	9606	1
O14522_P06241	P06241	O14522		9606	1
O75688_P17612	P17612	O75688		9606	1
P52564_P54646	P52564	P54646	10642499	9606	1
P09874_P54646	P54646	P09874		9606	1
O75385_P54646	P54646	O75385		9606	1
P54646_Q8N122	P54646	Q8N122		9606	1
P54646_Q8N122	P54646	Q8N122	18220336	9606	1
P54646_Q8N122	P54646	Q8N122	18722121	9606	1
P54646_Q8N122	P54646	Q8N122	18439900	9606	1
P54646_Q8N122	P54646	Q8N122	18669648	9606	1
P54646_Q8N122	P54646	Q8N122	19413330	9606	1
P54646_Q8N122	P54646	Q8N122	19369195	9606	1
P54646_Q53ET0	P54646	Q53ET0	18626018	9606	1
P54646_Q53ET0	P54646	Q53ET0	15454081	9606	1
P54646_Q53ET0	P54646	Q53ET0	16817901	9606	1
P54646_Q9BZL4	P54646	Q9BZL4		9606	1
P17252_Q9NXH3	P17252	Q9NXH3	12974676	9606	1
P52564_P53805	P52564	P53805	12063245	9606	1
P52564_Q9ULV5	P52564	Q9ULV5		9606	1
P52564_P55087	P52564	P55087	11742978	9606	1
P52564_Q16584	Q16584	P52564	16728640	9606	1
P52564_Q16584	Q16584	P52564	19369195	9606	1
P52564_P55273	P52564	P55273	10734227	9606	1
P52564_Q9NZC7	P52564	Q9NZC7	12514174	9606	1
P52564_P55957	P52564	P55957	16122426	9606	1
P52564_P55957	P52564	P55957	11583622	9606	1
P52564_Q9UL54	Q9UL54	P52564	16728640	9606	1
P52564_Q9UL54	Q9UL54	P52564	19369195	9606	1
P52564_P55196	P52564	P55196	12808105	9606	1
P52564_P57087	P52564	P57087	12953056	9606	1
P52564_Q12852	Q12852	P52564	16728640	9606	1
P52564_Q12852	Q12852	P52564	19369195	9606	1
P06241_Q15762	P06241	Q15762		9606	1
P17252_Q15762	P17252	Q15762	9712030	9606	1
P17252_Q15762	P17252	Q15762	15684041	9606	1
P06241_Q99490	P06241	Q99490		9606	1
P06241_Q14643	P06241	Q14643	14761954	9606	1
P06241_Q14643	P06241	Q14643		9606	1
P06241_P07766	P06241	P07766		9606	1
P06241_Q03135	P06241	Q03135	12921535	9606	1
P06241_Q03135	P06241	Q03135		9606	1
P06241_P84243	P06241	P84243		9606	1
P06241_P09619	P09619	P06241	9425276	9606	1
P06241_P09619	P09619	P06241		9606	1
P06241_P22681	P06241	P22681	9525940	9606	1
P06241_Q14194	P06241	Q14194		9606	1
